NOG	EC	# Members assigned to this EC	# EC assigned proteins	# NOG members
ENOG41118P7	1.11.1.7	8	8	19
ENOG41118S3	6.3.2.19	1	1	2
ENOG41118WE	3.2.1.51	2	2	3
ENOG41118WI	3.6.3.-	1	1	2
ENOG41118Z5	3.1.26.5	2	2	2
ENOG41119MS	3.5.4.-	6	6	59
ENOG41119N5	1.11.1.7	8	8	22
ENOG41119RZ	2.4.1.37	1	1	26
ENOG41119RZ	2.4.1.40	1	1	26
ENOG41119UU	2.7.7.7	10	10	12
ENOG41119UW	2.7.11.1	3	3	29
ENOG41119YI	1.4.3.4	1	1	24
ENOG4111A1P	4.2.1.96	2	2	5
ENOG4111A5E	6.3.2.19	10	10	26
ENOG4111A7U	2.5.1.-	2	4	11
ENOG4111A7U	2.5.1.34	2	4	11
ENOG4111A91	3.1.21.4	4	4	36
ENOG4111A9F	3.6.5.-	7	7	18
ENOG4111AC4	2.7.3.-	1	1	19
ENOG4111AD9	2.3.1.199	3	3	5
ENOG4111ADF	1.11.1.7	6	6	11
ENOG4111AG4	1.1.1.169	2	2	2
ENOG4111AHY	3.1.1.-	1	1	96
ENOG4111AMZ	4.1.1.37	4	4	7
ENOG4111APV	3.2.1.14	29	29	82
ENOG4111AZ3	3.1.27.-	14	14	36
ENOG4111B1J	2.7.-.-	96	96	190
ENOG4111BAS	3.1.27.5	1	1	23
ENOG4111BB0	1.14.11.-	1	1	44
ENOG4111BCW	2.7.11.1	1	1	4
ENOG4111BFZ	1.8.3.2	1	1	7
ENOG4111BH0	3.1.26.5	9	9	11
ENOG4111BHI	3.1.26.5	8	8	10
ENOG4111BJA	3.5.4.36	17	17	37
ENOG4111BKR	1.11.1.7	1	1	2
ENOG4111BNB	6.3.2.19	17	17	37
ENOG4111BP9	4.6.1.13	1	1	2
ENOG4111BSR	3.4.22.-	3	3	3
ENOG4111BXF	6.3.2.19	1	1	10
ENOG4111C2H	3.6.1.-	2	2	4
ENOG4111C4N	2.3.1.15	7	7	13
ENOG4111C4T	2.4.2.30	1	1	30
ENOG4111C55	2.1.1.37	14	14	29
ENOG4111C63	1.16.1.-	18	18	39
ENOG4111C6E	3.6.3.14	1	1	3
ENOG4111C6K	6.3.2.19	2	2	4
ENOG4111C97	3.1.4.-	9	9	56
ENOG4111CCH	1.3.1.-	2	2	67
ENOG4111CE1	4.2.99.18	2	2	3
ENOG4111CFX	1.14.14.5	2	2	4
ENOG4111CJ8	3.5.1.28	2	2	9
ENOG4111CMI	2.4.2.30	1	1	2
ENOG4111CPE	3.1.27.-	10	10	21
ENOG4111CSX	2.7.1.50	2	2	2
ENOG4111CWC	6.3.2.19	1	1	2
ENOG4111CXK	3.1.26.5	2	2	4
ENOG4111D2K	1.6.99.3	2	2	5
ENOG4111D2K	1.6.5.3	2	2	5
ENOG4111D2Z	2.5.1.-	4	6	17
ENOG4111D5X	6.3.2.19	1	1	3
ENOG4111D6J	1.5.1.34	61	61	131
ENOG4111D84	6.3.2.19	2	2	9
ENOG4111D8Q	3.1.27.-	14	14	32
ENOG4111DE9	3.4.-.-	3	3	26
ENOG4111DGH	6.3.2.19	1	1	3
ENOG4111DHJ	2.3.1.78	1	1	2
ENOG4111DKG	2.8.2.-	20	35	69
ENOG4111DPA	1.11.1.7	3	3	17
ENOG4111DZ4	3.5.4.-	1	1	21
ENOG4111DZZ	2.1.1.-	1	2	46
ENOG4111DZZ	2.1.1.33	1	2	46
ENOG4111E3B	3.5.1.-	2	2	2
ENOG4111E4D	3.1.26.5	1	1	2
ENOG4111EA0	3.1.1.5	4	4	830
ENOG4111EA7	3.1.1.20	2	2	2
ENOG4111EB5	2.7.8.-	3	3	6
ENOG4111EBG	6.3.2.19	1	1	4
ENOG4111EDB	6.3.2.19	1	1	2
ENOG4111EG8	3.2.1.17	14	14	35
ENOG4111EIV	3.6.3.14	3	3	3
ENOG4111EPD	3.6.3.14	2	2	2
ENOG4111EQR	3.4.21.89	1	1	3
ENOG4111ERQ	2.3.3.13	2	2	5
ENOG4111ESN	4.2.1.75	5	5	5
ENOG4111EUP	3.1.11.6	2	2	3
ENOG4111EUQ	1.7.1.13	1	1	2
ENOG4111EWE	3.1.-.-	2	2	2
ENOG4111EWK	3.1.11.6	2	2	2
ENOG4111EX1	1.3.1.12	1	1	2
ENOG4111EYM	2.7.13.3	5	5	10
ENOG4111EYV	3.4.23.42	2	2	8
ENOG4111EZQ	3.-.-.-	1	1	45
ENOG4111F00	4.1.1.19	4	4	8
ENOG4111F0X	1.6.99.3	1	1	732
ENOG4111F0X	1.6.5.3	1	1	732
ENOG4111F11	3.2.2.4	2	3	158
ENOG4111F16	1.1.1.-	1	1	26
ENOG4111F1W	3.3.2.10	1	1	19
ENOG4111F2V	2.7.3.-	1	1	16
ENOG4111F38	4.2.99.18	1	1	188
ENOG4111F3B	3.1.4.37	23	23	56
ENOG4111F46	4.1.1.37	1	1	8
ENOG4111F47	3.4.24.-	4	4	8
ENOG4111F4Q	2.7.1.3	61	61	182
ENOG4111F5W	3.1.4.11	4	4	11
ENOG4111F65	3.4.23.42	1	1	9
ENOG4111F6T	3.1.21.4	1	1	8
ENOG4111F6Z	2.3.1.15	1	1	27
ENOG4111F75	5.4.99.2	2	2	7
ENOG4111F7M	6.2.1.-	18	18	27
ENOG4111F7R	2.7.1.-	12	12	39
ENOG4111F7T	1.11.1.7	7	7	23
ENOG4111F89	5.3.4.1	1	1	20
ENOG4111F93	3.-.-.-	1	1	14
ENOG4111F9D	3.1.1.4	4	4	7
ENOG4111F9R	2.1.1.28	21	22	57
ENOG4111FA4	4.1.1.5	4	4	9
ENOG4111FA9	3.1.3.-	11	13	59
ENOG4111FA9	2.7.13.3	11	13	59
ENOG4111FAD	4.2.99.20	1	1	3
ENOG4111FB6	2.7.1.52	49	49	106
ENOG4111FC1	2.4.1.43	10	10	30
ENOG4111FCD	3.1.26.4	9	9	15
ENOG4111FDR	2.4.1.-	2	2	259
ENOG4111FDS	1.11.1.7	26	26	80
ENOG4111FDV	4.4.1.5	183	183	288
ENOG4111FEH	1.1.1.-	1	1	23
ENOG4111FEZ	3.1.2.6	69	69	144
ENOG4111FF0	6.3.2.19	1	1	12
ENOG4111FFF	3.1.21.-	2	2	10
ENOG4111FFG	4.1.3.39	6	6	15
ENOG4111FG6	4.2.1.17	20	20	26
ENOG4111FH0	3.1.1.47	117	117	236
ENOG4111FH2	3.1.1.75	4	4	74
ENOG4111FH3	1.11.1.-	2	4	48
ENOG4111FH3	3.1.-.-	2	4	48
ENOG4111FH4	3.1.1.4	8	8	42
ENOG4111FH4	3.1.1.5	8	8	42
ENOG4111FH7	1.-.-.-	1	1	10
ENOG4111FHA	3.1.1.23	4	4	16
ENOG4111FHB	2.7.1.100	1	1	14
ENOG4111FJG	2.5.1.3	21	21	54
ENOG4111FJH	3.1.11.3	9	9	46
ENOG4111FJK	2.1.1.-	8	8	110
ENOG4111FK5	3.2.1.132	1	1	28
ENOG4111FK6	3.6.3.-	11	11	15
ENOG4111FKI	1.-.-.-	25	26	351
ENOG4111FKM	3.6.1.-	30	30	65
ENOG4111FN5	4.6.1.13	7	7	13
ENOG4111FNZ	5.3.1.28	6	6	11
ENOG4111FQ2	1.6.5.5	5	5	102
ENOG4111FQ5	3.1.-.-	1	1	35
ENOG4111FQB	4.2.1.129	1	1	35
ENOG4111FQB	5.4.99.17	1	1	35
ENOG4111FQS	6.3.5.4	3	3	5
ENOG4111FR6	2.7.7.78	25	46	140
ENOG4111FS3	3.4.24.20	5	7	92
ENOG4111FS8	3.1.3.62	48	62	452
ENOG4111FSV	4.3.3.7	2	2	6
ENOG4111FT1	3.1.3.16	2	2	530
ENOG4111FT6	2.3.1.15	4	4	5
ENOG4111FTU	2.4.1.-	22	23	27
ENOG4111FUD	6.3.5.4	14	14	19
ENOG4111FUV	3.1.26.5	115	115	208
ENOG4111FV9	2.1.1.43	6	6	17
ENOG4111FW9	3.1.1.-	1	1	46
ENOG4111FWN	3.2.-.-	3	3	31
ENOG4111FY9	2.7.11.1	1	1	2
ENOG4111FYA	1.-.-.-	1	1	28
ENOG4111FYC	2.7.1.147	3	3	9
ENOG4111FYC	2.7.1.146	3	3	9
ENOG4111FYP	1.1.1.100	4	4	27
ENOG4111FZN	1.6.99.3	1	1	73
ENOG4111FZN	1.6.5.3	1	1	73
ENOG4111FZS	3.5.1.110	1	1	52
ENOG4111FZX	1.3.1.24	23	23	47
ENOG4111G04	6.3.2.19	50	50	3983
ENOG4111G07	3.1.21.3	1	1	13
ENOG4111G0R	1.9.3.1	34	34	51
ENOG4111G1H	3.5.99.6	1	1	8
ENOG4111G1U	2.3.3.10	1	1	6
ENOG4111G1Y	3.4.23.36	63	63	128
ENOG4111G24	2.4.1.207	9	9	43
ENOG4111G2F	6.3.2.-	3	3	251
ENOG4111G2R	2.7.1.-	1	1	35
ENOG4111G2W	2.3.1.28	2	2	16
ENOG4111G33	2.3.1.180	4	4	7
ENOG4111G37	3.4.22.68	91	91	222
ENOG4111G3Z	1.1.1.58	1	1	52
ENOG4111G4B	3.4.22.-	62	62	151
ENOG4111G4K	6.3.5.5	1	1	12
ENOG4111G53	4.2.1.-	1	2	2
ENOG4111G53	4.2.1.17	1	2	2
ENOG4111G66	4.1.99.5	15	15	59
ENOG4111G6X	1.3.99.-	14	14	29
ENOG4111G77	1.14.13.129	22	22	47
ENOG4111G7U	6.3.2.19	18	18	31
ENOG4111G7W	2.4.-.-	1	1	33
ENOG4111G8R	2.7.3.-	1	2	8
ENOG4111G8R	2.7.13.3	1	2	8
ENOG4111G8U	3.1.22.1	59	59	259
ENOG4111G98	2.1.1.-	1	1	42
ENOG4111G9E	5.1.3.2	1	1	15
ENOG4111G9G	1.6.5.3	2	2	3
ENOG4111G9J	3.6.1.-	1	1	11
ENOG4111GAZ	1.3.99.-	23	25	64
ENOG4111GB2	3.1.1.-	5	5	46
ENOG4111GB4	2.7.3.-	1	1	22
ENOG4111GB9	3.1.4.17	3	3	71
ENOG4111GD1	1.14.18.1	11	11	57
ENOG4111GD9	1.5.3.17	7	7	13
ENOG4111GEQ	2.7.1.160	1	1	50
ENOG4111GH8	1.13.11.6	142	142	234
ENOG4111GHM	3.1.2.15	1	1	7
ENOG4111GIU	3.4.24.3	13	13	38
ENOG4111GIZ	4.1.1.37	15	15	44
ENOG4111GJ1	3.7.1.17	1	1	47
ENOG4111GJ9	2.7.3.-	1	1	93
ENOG4111GJF	1.14.18.1	2	2	20
ENOG4111GJS	2.5.1.19	3	3	15
ENOG4111GK6	2.4.-.-	1	1	154
ENOG4111GKF	2.7.3.-	2	2	17
ENOG4111GKV	4.6.1.1	1	1	4
ENOG4111GMF	3.4.21.-	1	1	19
ENOG4111GMI	3.1.1.11	1	1	40
ENOG4111GMJ	6.3.2.19	7	7	31
ENOG4111GMM	3.1.1.3	22	42	106
ENOG4111GNF	2.1.1.67	153	153	251
ENOG4111GNT	2.7.3.-	1	1	73
ENOG4111GPA	3.2.1.14	104	104	426
ENOG4111GPR	2.8.3.5	1	1	14
ENOG4111GRA	3.1.4.46	1	1	11
ENOG4111GRE	3.2.1.21	3	3	94
ENOG4111GS2	2.3.3.1	2	2	10
ENOG4111GSM	4.2.1.69	5	5	54
ENOG4111GTN	1.1.1.18	1	1	47
ENOG4111GTV	4.1.1.-	1	1	29
ENOG4111GTW	1.11.1.7	6	6	11
ENOG4111GTY	3.4.16.4	2	2	17
ENOG4111GVP	2.4.1.-	2	2	8
ENOG4111GVY	3.5.4.3	1	1	18
ENOG4111GWM	1.1.1.133	4	4	9
ENOG4111GWY	2.4.1.-	1	1	92
ENOG4111GY5	2.1.1.43	1	1	16
ENOG4111GYD	1.1.1.100	5	5	9
ENOG4111GYR	2.7.8.5	2	2	44
ENOG4111GZS	1.3.99.-	1	1	21
ENOG4111H01	1.3.8.7	31	32	66
ENOG4111H2A	1.1.1.53	5	5	16
ENOG4111H2X	1.13.11.-	1	1	6
ENOG4111H3D	2.7.11.1	1	1	739
ENOG4111H4F	2.7.1.-	6	7	11
ENOG4111H4R	5.4.2.1	1	1	53
ENOG4111H4W	3.-.-.-	4	4	5
ENOG4111H54	1.6.5.5	1	1	7
ENOG4111H56	2.8.2.-	100	194	1597
ENOG4111H5K	6.3.2.19	52	52	110
ENOG4111H5N	2.3.2.15	27	27	129
ENOG4111H5Y	3.1.-.-	1	1	66
ENOG4111H5Z	3.1.1.14	6	6	38
ENOG4111H6U	1.1.1.100	9	9	12
ENOG4111H81	2.1.1.163	1	2	280
ENOG4111H81	2.1.1.201	1	2	280
ENOG4111H81	2.1.1.17	1	2	280
ENOG4111H81	2.1.1.71	1	2	280
ENOG4111H8X	3.1.1.24	2	2	11
ENOG4111H8Z	1.1.1.-	2	3	84
ENOG4111H92	3.3.2.9	1	1	29
ENOG4111H95	2.5.1.62	1	1	3
ENOG4111H9C	2.1.1.13	2	2	108
ENOG4111HA9	5.3.4.1	1	1	18
ENOG4111HAD	1.1.1.100	1	1	65
ENOG4111HAE	3.1.1.4	35	35	89
ENOG4111HAK	3.11.1.1	2	4	65
ENOG4111HB1	6.2.1.30	6	6	9
ENOG4111HBA	1.3.98.1	1	1	32
ENOG4111HBD	1.1.1.169	21	21	31
ENOG4111HBI	1.1.1.100	30	30	92
ENOG4111HBQ	3.2.-.-	9	9	31
ENOG4111HCK	1.6.99.3	41	41	91
ENOG4111HCK	1.6.5.3	41	41	91
ENOG4111HCR	2.7.7.43	1	1	3
ENOG4111HDG	3.4.11.5	2	2	9
ENOG4111HDJ	2.5.1.18	3	3	6
ENOG4111HEA	3.4.21.53	3	3	18
ENOG4111HET	3.2.1.4	1	1	11
ENOG4111HG3	2.4.1.69	42	42	115
ENOG4111HI0	2.7.1.164	40	40	75
ENOG4111HIB	2.3.1.164	8	8	26
ENOG4111HIK	3.4.-.-	57	57	120
ENOG4111HIW	3.1.21.4	3	3	10
ENOG4111HJB	1.-.-.-	1	1	30
ENOG4111HJD	4.2.1.18	2	3	5
ENOG4111HJY	3.5.1.-	28	28	80
ENOG4111HKZ	3.2.1.132	6	6	6
ENOG4111HMV	1.5.3.1	8	8	19
ENOG4111HN6	6.3.2.19	3	3	6
ENOG4111HNA	3.4.19.12	190	190	390
ENOG4111HNC	2.4.1.80	13	13	19
ENOG4111HNK	2.7.3.-	1	1	40
ENOG4111HP2	5.4.2.1	5	5	170
ENOG4111HPQ	3.2.2.-	46	46	316
ENOG4111HQ2	2.1.1.172	4	4	5
ENOG4111HQJ	5.3.3.18	1	1	2
ENOG4111HQN	2.1.1.43	1	1	9
ENOG4111HSA	2.4.-.-	1	1	4
ENOG4111HV4	2.5.1.-	4	4	6
ENOG4111HXZ	2.7.1.6	2	2	9
ENOG4111HY0	2.1.1.16	64	89	150
ENOG4111HYQ	3.5.4.5	24	24	52
ENOG4111HYT	1.5.3.-	2	2	65
ENOG4111I0E	3.1.-.-	1	1	11
ENOG4111I2D	1.9.3.1	2	2	3
ENOG4111I2K	3.4.24.-	4	4	5
ENOG4111I4J	3.4.19.12	61	61	178
ENOG4111I69	2.5.1.18	7	8	45
ENOG4111I7J	3.1.3.48	116	116	278
ENOG4111I7R	3.6.1.52	41	41	87
ENOG4111I8X	4.4.1.5	1	1	95
ENOG4111I9P	3.6.3.14	35	35	61
ENOG4111IA6	2.7.13.3	155	156	262
ENOG4111IAU	2.1.1.-	1	1	156
ENOG4111IB7	3.1.2.-	25	25	40
ENOG4111IB9	3.1.1.1	1	1	2
ENOG4111IBT	4.4.1.5	2	2	10
ENOG4111IC0	1.2.99.5	44	44	49
ENOG4111IC4	1.4.9.1	33	33	48
ENOG4111IDA	2.7.1.151	3	3	75
ENOG4111IDP	1.13.11.24	1	1	46
ENOG4111IDQ	2.1.1.43	1	1	5
ENOG4111IE7	2.1.1.72	2	2	10
ENOG4111IFM	2.7.3.-	1	1	140
ENOG4111IG0	6.3.2.19	3	3	12
ENOG4111IGG	2.3.2.4	19	19	255
ENOG4111IGV	6.3.2.19	105	105	206
ENOG4111IGZ	2.7.1.63	4	4	5
ENOG4111IHG	3.6.1.23	2	2	6
ENOG4111IHJ	3.6.3.14	118	118	259
ENOG4111IHV	6.3.2.19	154	154	409
ENOG4111IIF	1.1.1.100	13	14	36
ENOG4111IIV	2.3.1.-	4	4	98
ENOG4111IJ4	2.4.2.10	10	10	42
ENOG4111IJT	2.7.3.-	1	1	42
ENOG4111IK3	1.11.1.10	1	1	39
ENOG4111IK8	2.7.7.4	2	2	12
ENOG4111IKJ	1.6.5.3	35	35	73
ENOG4111IKX	2.4.2.8	1	1	74
ENOG4111IM5	2.7.3.-	1	1	48
ENOG4111IM6	2.1.1.265	1	1	3
ENOG4111IMK	5.2.1.4	10	10	17
ENOG4111IMR	3.1.3.16	49	49	187
ENOG4111IMR	3.1.3.48	49	49	187
ENOG4111IN2	2.7.3.-	3	3	138
ENOG4111INE	1.11.1.5	1	1	20
ENOG4111IQ2	3.2.1.8	2	2	9
ENOG4111IQ7	1.6.99.3	1	1	49
ENOG4111IQ7	1.6.5.3	1	1	49
ENOG4111IQG	2.7.13.3	9	9	54
ENOG4111IQH	2.1.1.145	1	1	337
ENOG4111IQR	1.14.11.-	43	43	97
ENOG4111IR7	2.3.1.-	4	4	92
ENOG4111IS4	2.1.1.43	1	1	9
ENOG4111ISH	1.13.11.2	2	2	9
ENOG4111IST	1.6.99.3	106	106	195
ENOG4111IST	1.6.5.3	106	106	195
ENOG4111ITM	3.6.3.14	3	3	7
ENOG4111IUS	3.1.22.-	32	32	50
ENOG4111IVT	2.3.2.13	12	12	19
ENOG4111IVV	3.1.1.78	5	5	241
ENOG4111IW1	1.15.1.1	63	63	84
ENOG4111IXB	2.7.4.2	39	39	83
ENOG4111IXC	3.2.2.16	17	18	37
ENOG4111IXY	2.4.1.157	1	1	5
ENOG4111IYK	4.2.2.2	3	3	80
ENOG4111IZ1	3.2.-.-	5	5	25
ENOG4111IZB	3.1.2.15	2	2	6
ENOG4111IZD	3.5.1.28	1	1	5
ENOG4111IZF	4.2.1.118	1	1	13
ENOG4111J0P	2.7.3.-	2	2	12
ENOG4111J17	2.7.8.26	7	7	7
ENOG4111J1Q	2.7.1.176	9	9	83
ENOG4111J2N	1.21.4.1	5	5	51
ENOG4111J2R	2.1.1.197	1	1	23
ENOG4111J3A	3.1.13.5	2	2	105
ENOG4111J45	5.1.3.2	32	32	69
ENOG4111J4A	2.5.1.18	18	18	156
ENOG4111J4G	3.4.21.102	2	2	8
ENOG4111J5J	2.5.1.18	3	3	84
ENOG4111J66	3.6.1.13	7	7	64
ENOG4111J77	2.7.11.1	8	8	11
ENOG4111J7B	1.8.5.2	13	13	13
ENOG4111J7D	3.5.2.6	1	1	7
ENOG4111J8Z	2.1.1.-	139	139	265
ENOG4111J9B	3.1.-.-	8	8	29
ENOG4111JA5	5.4.99.30	1	1	5
ENOG4111JA5	2.4.1.-	1	1	5
ENOG4111JAG	4.99.1.2	10	10	24
ENOG4111JAS	1.5.1.30	22	22	152
ENOG4111JAS	1.3.1.24	22	22	152
ENOG4111JBC	3.2.1.-	2	2	16
ENOG4111JBW	2.7.3.-	1	1	33
ENOG4111JCJ	1.14.18.1	7	7	10
ENOG4111JD4	2.7.7.6	1	1	163
ENOG4111JDW	2.7.3.-	1	1	16
ENOG4111JE4	2.1.1.221	120	120	421
ENOG4111JF1	2.4.1.-	2	2	32
ENOG4111JFW	2.4.1.-	16	18	75
ENOG4111JG2	3.1.26.5	7	7	25
ENOG4111JGB	4.2.3.9	5	5	14
ENOG4111JH3	3.4.23.42	10	10	38
ENOG4111JK8	3.2.1.17	14	14	35
ENOG4111JKP	2.1.2.9	8	8	33
ENOG4111JKZ	1.21.4.1	4	4	23
ENOG4111JM8	2.5.1.18	4	4	83
ENOG4111JMA	1.21.4.3	9	9	79
ENOG4111JMA	1.21.4.2	9	9	79
ENOG4111JMA	1.21.4.4	9	9	79
ENOG4111JMK	3.1.1.61	1	1	11
ENOG4111JMP	5.3.1.8	4	4	15
ENOG4111JMZ	3.1.11.2	1	1	16
ENOG4111JN1	1.-.-.-	2	4	134
ENOG4111JN1	1.1.1.-	2	4	134
ENOG4111JN9	1.1.1.-	1	1	111
ENOG4111JND	1.6.5.3	2	2	60
ENOG4111JP7	2.5.1.18	6	6	11
ENOG4111JPM	2.7.1.48	5	5	29
ENOG4111JPS	4.2.1.-	47	47	69
ENOG4111JPZ	1.9.3.1	3	3	17
ENOG4111JQ4	2.4.1.-	59	59	98
ENOG4111JQM	1.3.1.94	93	93	211
ENOG4111JQM	1.3.1.22	93	93	211
ENOG4111JQP	1.3.1.80	10	10	22
ENOG4111JQV	4.6.1.1	2	2	20
ENOG4111JQW	2.7.13.3	1	1	32
ENOG4111JRB	2.1.1.16	2	2	21
ENOG4111JRD	2.1.1.-	1	1	61
ENOG4111JRH	2.7.1.69	3	3	3
ENOG4111JRZ	2.1.2.-	1	2	34
ENOG4111JRZ	2.1.2.9	1	2	34
ENOG4111JTS	4.4.1.5	1	1	24
ENOG4111JUG	1.5.3.1	7	7	23
ENOG4111JV7	4.4.1.20	19	19	44
ENOG4111JVD	3.4.24.-	1	1	6
ENOG4111JW2	3.1.22.-	2	2	69
ENOG4111JX2	2.1.1.71	59	59	148
ENOG4111JX2	2.1.1.17	59	59	148
ENOG4111JXN	3.6.3.14	6	6	14
ENOG4111JXR	3.1.1.5	1	1	12
ENOG4111JXR	3.1.2.-	1	1	12
ENOG4111JY8	3.2.1.26	11	11	27
ENOG4111JYH	1.5.1.3	7	7	339
ENOG4111JYU	3.2.-.-	3	3	14
ENOG4111K03	3.1.3.-	1	1	130
ENOG4111K0H	2.3.1.48	2	2	15
ENOG4111K0K	2.3.1.51	1	1	35
ENOG4111K0S	3.2.-.-	1	1	16
ENOG4111K18	3.6.1.13	6	8	105
ENOG4111K1E	3.5.1.78	1	1	16
ENOG4111K1E	6.3.1.8	1	1	16
ENOG4111K26	2.3.1.-	2	2	6
ENOG4111K47	3.1.-.-	1	1	440
ENOG4111K4B	3.5.4.-	24	24	57
ENOG4111K5M	2.5.1.-	10	10	17
ENOG4111K5M	2.5.1.74	10	10	17
ENOG4111K6R	1.1.1.271	5	5	7
ENOG4111K6U	2.7.11.1	2	2	2
ENOG4111K6V	1.1.1.-	1	1	11
ENOG4111K7H	3.1.1.73	1	1	9
ENOG4111K7Y	3.1.-.-	1	1	88
ENOG4111K8C	3.-.-.-	1	1	79
ENOG4111K8I	2.5.1.-	5	5	6
ENOG4111K9H	4.1.1.37	1	1	2
ENOG4111K9J	3.5.1.-	2	2	37
ENOG4111KB4	3.4.22.8	1	1	75
ENOG4111KCI	1.4.3.4	1	1	28
ENOG4111KCS	3.1.4.3	16	16	26
ENOG4111KDP	4.6.1.1	1	1	2
ENOG4111KDT	1.11.1.10	1	1	116
ENOG4111KDY	1.1.1.159	15	15	20
ENOG4111KE0	2.3.1.-	1	1	57
ENOG4111KEC	5.4.2.1	13	13	23
ENOG4111KEG	1.1.1.100	4	4	8
ENOG4111KET	5.2.1.8	8	8	29
ENOG4111KFC	2.7.1.37	1	1	2
ENOG4111KFT	1.3.99.-	9	10	21
ENOG4111KFW	1.3.1.-	1	2	9
ENOG4111KFW	1.1.1.-	1	2	9
ENOG4111KFX	2.5.1.18	3	3	50
ENOG4111KGT	4.6.1.1	2	4	53
ENOG4111KGT	4.6.1.-	2	4	53
ENOG4111KGU	2.7.8.13	1	1	63
ENOG4111KHP	4.4.1.5	31	31	40
ENOG4111KHZ	2.7.3.-	2	2	23
ENOG4111KIB	1.6.99.3	67	67	188
ENOG4111KIB	1.6.5.3	67	67	188
ENOG4111KIK	4.2.1.118	2	2	21
ENOG4111KJ5	3.1.3.16	4	4	9
ENOG4111KJE	3.2.2.9	2	3	24
ENOG4111KKD	2.4.-.-	1	2	65
ENOG4111KKD	2.4.1.-	1	2	65
ENOG4111KKY	5.3.4.1	2	2	18
ENOG4111KNG	3.4.21.53	2	2	8
ENOG4111KNX	3.1.-.-	1	1	30
ENOG4111KPI	3.4.24.3	2	2	35
ENOG4111KPX	2.7.7.7	3	3	9
ENOG4111KQ0	3.-.-.-	1	1	69
ENOG4111KQS	3.5.4.2	1	1	45
ENOG4111KRT	1.10.3.-	14	14	19
ENOG4111KRZ	3.1.1.3	2	2	17
ENOG4111KSI	2.1.1.43	1	1	7
ENOG4111KSJ	2.7.11.1	1	1	4
ENOG4111KSS	3.6.3.14	5	5	12
ENOG4111KT0	3.1.3.18	3	3	4
ENOG4111KTW	1.14.18.1	4	4	76
ENOG4111KTX	1.13.11.8	37	37	48
ENOG4111KTY	4.3.3.7	2	2	20
ENOG4111KU3	1.14.11.-	7	7	20
ENOG4111KV6	4.3.3.7	3	3	4
ENOG4111KV7	3.1.2.-	5	5	18
ENOG4111KW9	3.5.1.28	2	2	10
ENOG4111KYG	5.99.1.3	1	1	59
ENOG4111KZD	2.4.2.-	2	2	42
ENOG4111KZZ	2.7.7.7	14	14	40
ENOG4111M0H	4.1.1.44	1	1	45
ENOG4111M0M	2.4.-.-	2	2	50
ENOG4111M0Q	2.3.1.135	25	25	81
ENOG4111M1E	3.-.-.-	1	1	59
ENOG4111M20	1.1.1.100	13	13	17
ENOG4111M2S	1.2.1.2	8	8	42
ENOG4111M30	2.3.1.-	1	1	20
ENOG4111M31	3.5.2.6	8	8	15
ENOG4111M3D	1.15.1.2	13	13	16
ENOG4111M51	3.4.24.-	4	4	25
ENOG4111M5B	5.2.1.8	1	1	8
ENOG4111M5G	4.2.1.8	1	1	20
ENOG4111M66	1.3.1.22	8	8	8
ENOG4111M6N	3.1.4.55	4	4	10
ENOG4111M7D	1.8.5.2	24	24	35
ENOG4111M7G	3.1.27.1	167	167	395
ENOG4111M7I	3.2.1.-	1	1	23
ENOG4111M9A	2.4.1.144	10	10	27
ENOG4111M9F	2.7.3.-	1	1	13
ENOG4111M9H	6.3.2.19	2	2	230
ENOG4111MBM	2.1.1.64	1	1	20
ENOG4111MBM	2.1.1.222	1	1	20
ENOG4111MBY	4.2.2.3	1	1	16
ENOG4111MCR	2.4.2.9	1	1	84
ENOG4111MDS	3.4.24.-	2	2	19
ENOG4111MDW	6.3.2.19	1	1	347
ENOG4111MEI	2.1.1.-	4	4	8
ENOG4111MEI	3.4.23.43	3	4	8
ENOG4111MET	3.6.1.11	3	3	10
ENOG4111MET	3.6.1.40	3	3	10
ENOG4111MF0	3.4.21.-	1	1	9
ENOG4111MFF	2.3.1.-	5	5	9
ENOG4111MFM	3.4.21.-	1	1	31
ENOG4111MFU	2.3.1.-	5	5	6
ENOG4111MHK	3.6.4.12	1	1	7
ENOG4111MIQ	1.6.5.3	1	1	47
ENOG4111MJ3	3.2.1.8	2	2	78
ENOG4111MJ8	3.4.11.5	1	1	8
ENOG4111MJF	4.1.1.-	1	1	19
ENOG4111MJI	2.7.7.7	2	2	218
ENOG4111MJN	5.1.99.1	1	1	5
ENOG4111MKK	2.5.1.18	14	14	25
ENOG4111MM5	6.3.2.19	9	9	13
ENOG4111MM5	3.6.4.-	9	9	13
ENOG4111MMF	2.7.13.3	4	4	7
ENOG4111MMM	1.6.99.3	55	55	117
ENOG4111MMM	1.6.5.3	55	55	117
ENOG4111MNE	5.3.99.2	2	2	11
ENOG4111MNF	5.1.3.2	1	1	14
ENOG4111MNQ	1.1.1.100	14	14	25
ENOG4111MPP	1.1.1.100	2	2	5
ENOG4111MQ0	3.1.1.32	2	2	4
ENOG4111MQI	2.3.1.180	4	4	5
ENOG4111MQW	4.6.1.1	3	3	13
ENOG4111MSG	1.16.3.1	9	9	16
ENOG4111MUR	1.6.5.3	1	1	16
ENOG4111MV2	1.14.15.9	6	7	41
ENOG4111MV7	2.1.1.64	2	2	9
